numero_proceso,nombre_proceso,tipo_proceso,fecha_apertura,estado,unidad_ejecutora,servicio_administrativo_financiero,process_url,process_href,detail_status,detail_text
80-0062-LPU26,"Provisión de Medicamentos DOXORRUBICINA, IRINOTECAN, LEUCOVORINA, ONDANSETRON, y OXALIPLATINO",Licitación Pública,07/10/2026 11:00 Hrs.,Publicado,80/000 - Dirección General de Administración - MS,310 - Ministerio de Salud,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl11$lnkNumeroProceso','')",NO_DIRECT_URL,
68-0103-CDI26,"Servicio de mantenimiento, actualización y reparación del sistema de control de equipos HVAC - INEVH",Contratación Directa,07/10/2026 11:30 Hrs.,Publicado,68/00 - Departamento de Administracion de Bienes - ANLIS,906 - Administración Nacional de Laboratorios e Institutos de Salud “Dr. Carlos Malbrán”,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl02$lnkNumeroProceso','')",NO_DIRECT_URL,
46/21-0136-CDI26,"Serv. de recarga, mant. y compra de extintores para dependencias y movilidades del 21° Dto- La Pampa",Contratación Directa,07/10/2026 12:00 Hrs.,Publicado,46/21 - 21° La Pampa - DNV,604 - Dirección Nacional de Vialidad,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl03$lnkNumeroProceso','')",NO_DIRECT_URL,
52-0027-LPU26,Contratacion de los servicios de internet para las Oficinas de Senasa,Licitación Pública,07/10/2026 12:00 Hrs.,Publicado,52 - Coordinación de Compras y Contrataciones - SENASA,623 - Servicio Nacional de Sanidad y Calidad Agroalimentaria,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl04$lnkNumeroProceso','')",NO_DIRECT_URL,
66-0015-LPR26,Adquisición e instalación de bombas elevadoras de agua.,Licitación Privada,07/10/2026 12:00 Hrs.,Publicado,"66/00 - Dirección de Compras, Suministros, Logística y Arquitectura - ANMAT","904 - Administración Nacional de Medicamentos, Alimentos y Tecnología Médica - ANMAT",,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl05$lnkNumeroProceso','')",NO_DIRECT_URL,
83-0003-LPU26,Servicio de Mantenimiento de Bombas de Agua,Licitación Pública,07/10/2026 13:00 Hrs.,Publicado,83/000 - Dirección General de Administración Financiera - MC,337 - Secretaría de Cultura,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl06$lnkNumeroProceso','')",NO_DIRECT_URL,
84/23-1423-LPR26,CONTRATACIÓN DE UN SERVICIO DE MODERNIZACIÓN INTEGRAL DEL SISTEMA DE AGUA POTABLE,Licitación Privada,08/10/2026 08:00 Hrs.,Publicado,84/23 - Escuela de Suboficiales del Ejercito Sargento Cabral - Estado Mayor General del Ejercito,374 - Estado Mayor General del Ejercito,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl07$lnkNumeroProceso','')",NO_DIRECT_URL,
84/23-1427-LPR26,MODERNIZACIÓN DE SECTORES DEL COMEDOR DE ASPIRANTES,Licitación Privada,08/10/2026 08:30 Hrs.,Publicado,84/23 - Escuela de Suboficiales del Ejercito Sargento Cabral - Estado Mayor General del Ejercito,374 - Estado Mayor General del Ejercito,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl08$lnkNumeroProceso','')",NO_DIRECT_URL,
84/23-1450-LPR26,MODERNIZACIÓN DE AULAS DEL EDIFICIO Nº 68 - DIVISIÓN AUTOMOTORES Y CONDUCTORES MOTORISTAS,Licitación Privada,08/10/2026 08:30 Hrs.,Publicado,84/23 - Escuela de Suboficiales del Ejercito Sargento Cabral - Estado Mayor General del Ejercito,374 - Estado Mayor General del Ejercito,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl09$lnkNumeroProceso','')",NO_DIRECT_URL,
84/129-0627-LPU26,SERVICIO DE MANTENIMIENTO Y REPARACIÓN PARA CAMION REO GRUA M 936 A2,Licitación Pública,08/10/2026 09:00 Hrs.,Publicado,84/129 - Dirección de Arsenales,374 - Estado Mayor General del Ejercito,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl10$lnkNumeroProceso','')",NO_DIRECT_URL,
340/1-0048-LPU26,CONTRATACIÓN DEL SERVICIO DE ALQUILER DE GRÚA – SOSTÉN LOGÍSTICO ANTÁRTICO,Licitación Pública,08/10/2026 09:00 Hrs.,Publicado,340/001 - Dirección General de Administración - SSSLD,376 - Subsecretaría de Planeamiento Operativo y Servicio Logístico de la Defensa,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl11$lnkNumeroProceso','')",NO_DIRECT_URL,
38/12-0411-LPU26,ADQUISICION PURIFICADORA DE ACEITE LUBRICANTE - CBRO,Licitación Pública,08/10/2026 09:00 Hrs.,Publicado,38/12 - Comando de la Flota de Mar,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl02$lnkNumeroProceso','')",NO_DIRECT_URL,
38/31-0183-CDI26,ADQUISICION DE HERRAMIENTAS VARIAS,Contratación Directa,08/10/2026 09:00 Hrs.,Publicado,38/31 - DIRECCION GENERAL DE INTELIGENCIA DE LA ARMADA,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl03$lnkNumeroProceso','')",NO_DIRECT_URL,
39-0038-LPU26,ADQUISICIÓN DE CORTES DE CARNE PARA LA COCINA DE LA ESCUELA DE OFICIALES GENERAL MATÍAS DE IRIGOYEN,Licitación Pública,08/10/2026 09:00 Hrs.,Publicado,39 - Dirección General de Administración- PNA,380 - Prefectura Naval Argentina,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl04$lnkNumeroProceso','')",NO_DIRECT_URL,
47-0019-LPR26,Ejecución integral llave en mano de la adecuación de la terraza interna del INIDEP,Licitación Privada,08/10/2026 10:00 Hrs.,Publicado,47 - Dpto. de Compras y Servicios- INIDEP,607 - Instituto Nacional de Investigación y Desarrollo Pesquero,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl05$lnkNumeroProceso','')",NO_DIRECT_URL,
509/4-0049-LPR26,Adquisición de Medicamentos para este Hospital Nacional en Red Lic. Laura Bonaparte.,Licitación Privada,08/10/2026 10:00 Hrs.,Publicado,509/4 - Compras y Contrataciones - Hospital Nac Lic Laura Bonaparte,919 - ADMINISTRACION NACIONAL DE ESTABLECIMIENTOS DE SALUD,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl06$lnkNumeroProceso','')",NO_DIRECT_URL,
14-0037-CDI26,ADQUISICIÓN DE ACCESORIOS PARA CAMARA FILMADORA Y FOTOGRAFICA (MOCHILA) - GCS,Contratación Directa,08/10/2026 10:00 Hrs.,Publicado,14 - Compras y Contrataciones - CNEA,105 - Comisión Nacional de Energía Atómica,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl07$lnkNumeroProceso','')",NO_DIRECT_URL,
92-0028-CDI26,PROVISION E INSTALACION DE TERMOTANQUE ELECTRICO PARA LOS VESTUARIOS DE LA BNMM,Contratación Directa,08/10/2026 11:00 Hrs.,Publicado,92 - Departamento de Compras y Contrataciones- BN,116 - Biblioteca Nacional,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl08$lnkNumeroProceso','')",NO_DIRECT_URL,
80-0050-LPU26,"Prov de L-ASPARAGINASA RECOMB, CITARABINA, DEXAMETASONA, HIDROXIUREA, LENALIDOMINDA y TEMOZOLOMIDA",Licitación Pública,08/10/2026 11:00 Hrs.,Publicado,80/000 - Dirección General de Administración - MS,310 - Ministerio de Salud,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl09$lnkNumeroProceso','')",NO_DIRECT_URL,
47-0137-CDI26,Contratación seguro para las embarcaciones tipo truckers del INIDEP,Contratación Directa,08/10/2026 11:00 Hrs.,Publicado,47 - Dpto. de Compras y Servicios- INIDEP,607 - Instituto Nacional de Investigación y Desarrollo Pesquero,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl10$lnkNumeroProceso','')",NO_DIRECT_URL,
64-0017-LPU26,Contratación de un servicio de adquisición de pasajes aéreos.,Licitación Pública,08/10/2026 11:00 Hrs.,Publicado,64/000 - Departamento de Compras y Contrataciones- SRT,852 - Superintendencia de Riesgos del Trabajo,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl11$lnkNumeroProceso','')",NO_DIRECT_URL,
84/129-0648-LPU26,ADQUSICIÓN DE MAQUINAS Y HERRAMIENTAS MAYORES M113,Licitación Pública,08/10/2026 11:00 Hrs.,Publicado,84/129 - Dirección de Arsenales,374 - Estado Mayor General del Ejercito,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl02$lnkNumeroProceso','')",NO_DIRECT_URL,
66-0003-LPU26,Servicio de Alquiler de Vehículos con Chofer - OCA,Licitación Pública,08/10/2026 12:00 Hrs.,Publicado,"66/00 - Dirección de Compras, Suministros, Logística y Arquitectura - ANMAT","904 - Administración Nacional de Medicamentos, Alimentos y Tecnología Médica - ANMAT",,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl03$lnkNumeroProceso','')",NO_DIRECT_URL,
49-0066-CDI26,REPARACIÓN DE VEHÍCULO OFICIAL DEL INV DOMINIO KSJ-944,Contratación Directa,08/10/2026 12:00 Hrs.,Publicado,49/00 - Instituto Nacional de Vitivinicultura,609 - Instituto Nacional de Vitivinicultura,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl04$lnkNumeroProceso','')",NO_DIRECT_URL,
44-0008-LPU26,Limpieza Integral del Edificio y Anexo,Licitación Pública,08/10/2026 12:00 Hrs.,Publicado,44/000 - Gerencia de Servicios Centrales - CNV,602 - Comisión Nacional de Valores,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl05$lnkNumeroProceso','')",NO_DIRECT_URL,
26-0014-CDI26,Adquisición de motores y correas para instalaciones termomecánicas,Contratación Directa,08/10/2026 12:00 Hrs.,Publicado,26/000 - Dirección de Compras y Contrataciones - MRE,"307 - Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl06$lnkNumeroProceso','')",NO_DIRECT_URL,
340/1-0047-LPU26,SERVICIO DE LIMPIEZA INTEGRAL DE HANGARES CON CRITERIOS SOSTENIBLES – SSPOYSLD,Licitación Pública,09/10/2026 08:00 Hrs.,Publicado,340/001 - Dirección General de Administración - SSSLD,376 - Subsecretaría de Planeamiento Operativo y Servicio Logístico de la Defensa,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl07$lnkNumeroProceso','')",NO_DIRECT_URL,
37/100-0081-LPR26,ADQUISICION DE REPUESTOS Y ACCESORIOS PARA COMPUTADORAS (UNICRIEFOR Y UNIPROSAESTERO),Licitación Privada,09/10/2026 08:00 Hrs.,Publicado,"37/100 - SERVICIO ADMINISTRATIVO FINANCIERO DESCONCENTRADO ""ESCUADRÓN 59 SANTIAGO DEL ESTERO""",375 - Gendarmeria Nacional,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl08$lnkNumeroProceso','')",NO_DIRECT_URL,
38/3-0344-LPU26,SERVICIO REEMPLAZO INTEGRAL DE LAS CUBIERTAS DE TEJAS DEL CINE COMODORO RIVADAVIA DE LA (BNPB),Licitación Pública,09/10/2026 09:00 Hrs.,Publicado,38/03 - UOC de la Intendencia Naval Puerto Belgrano - Armada Argentina,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl09$lnkNumeroProceso','')",NO_DIRECT_URL,
40/23-0716-CDI26,RECALCE HANGAR 3 - 2do. LLAMADO,Contratación Directa,09/10/2026 09:00 Hrs.,Publicado,40/023 - DIVISIÓN CONTRATACIONES MORENO,381 - Estado Mayor General de La Fuerza Aérea,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl10$lnkNumeroProceso','')",NO_DIRECT_URL,
84/89-0668-LPU26,Contratación de mantenimiento y acondicionamiento de Instalaciones de la DEADIA,Licitación Pública,09/10/2026 09:00 Hrs.,Publicado,84/89 - Dirección General de Educación,374 - Estado Mayor General del Ejercito,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl11$lnkNumeroProceso','')",NO_DIRECT_URL,
38/31-0449-LPU26,ADQUISICIÓN DE EQUIPO DE SISTEMA DE MONITOREO,Licitación Pública,09/10/2026 09:00 Hrs.,Publicado,38/31 - DIRECCION GENERAL DE INTELIGENCIA DE LA ARMADA,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl02$lnkNumeroProceso','')",NO_DIRECT_URL,
72-0021-LPU26,SERVICIO DE MANTENIMIENTO Y REPARACIÓN INTEGRAL DE LAS INSTALACIONES E INFRAESTRUCTURAS DEL EMCFFAA,Licitación Pública,09/10/2026 10:00 Hrs.,Publicado,72/00 - Dirección Administrativa Financiera- EMCFFAA- Dpto de contrataciones,371 - Estado Mayor Conjunto (EMCO),,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl03$lnkNumeroProceso','')",NO_DIRECT_URL,
37/94-0743-CDI26,SERVICIO DE MANTENIMIENTO Y REPARACIÓN DE EQUIPOS DE AIRE ACONDICIONADO VEHICULAR,Contratación Directa,09/10/2026 10:00 Hrs.,Publicado,37/094 - Centro De Reconocimiento Y Operaciones Contra El Narcotrafico,375 - Gendarmeria Nacional,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl04$lnkNumeroProceso','')",NO_DIRECT_URL,
34-0010-LPU26,Servicio de mantenimiento de suscripciones ESET Protect Complete,Licitación Pública,09/10/2026 10:00 Hrs.,Publicado,34/000 - Dirección General de Administración - MHA,357 - Ministerio de Economía,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl05$lnkNumeroProceso','')",NO_DIRECT_URL,
487-0008-LPR26,Mantenimiento Preventivo y Correctivo del Cableado y Equipos de Red,Licitación Privada,09/10/2026 10:00 Hrs.,Publicado,487 - División Compras y Suministros - Superintendencia de Bienestar de la Policia Federal Argentina,403 - Superintendencia de Bienestar de la Policia Federal Argentina,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl06$lnkNumeroProceso','')",NO_DIRECT_URL,
47-0022-LPR26,Contratación servicio Full Internet para el INIDEP,Licitación Privada,09/10/2026 10:00 Hrs.,Publicado,47 - Dpto. de Compras y Servicios- INIDEP,607 - Instituto Nacional de Investigación y Desarrollo Pesquero,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl07$lnkNumeroProceso','')",NO_DIRECT_URL,
14-0052-CDI26,ADQUISICIÓN DE SONDAS PARA LABORATORIO (GSRYN - GASNYA),Contratación Directa,09/10/2026 10:00 Hrs.,Publicado,14 - Compras y Contrataciones - CNEA,105 - Comisión Nacional de Energía Atómica,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl08$lnkNumeroProceso','')",NO_DIRECT_URL,
37/130-0212-LPR26,ADQUISICION DE NEUMATICOS PARA LA JEFATURA DE REGION VIII,Licitación Privada,09/10/2026 10:00 Hrs.,Publicado,37/130 JEFATURA DE REGION VIII,375 - Gendarmeria Nacional,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl09$lnkNumeroProceso','')",NO_DIRECT_URL,
72-0022-LPU26,"ADQUISICIÓN DE EQUIPO, MATERIAL INFORMÁTICO Y UN SISTEMA INTEGRAL DE REPRESENTACIÓN PARA EL EMCFFAA",Licitación Pública,09/10/2026 10:00 Hrs.,Publicado,72/00 - Dirección Administrativa Financiera- EMCFFAA- Dpto de contrataciones,371 - Estado Mayor Conjunto (EMCO),,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl10$lnkNumeroProceso','')",NO_DIRECT_URL,
37/77-0918-CDI26,SERVICIO DE MANTENIMIENTO Y REPARACION DE VEHICULOS,Contratación Directa,09/10/2026 11:00 Hrs.,Publicado,"37/77 - SERVICIO ADMINISTRATIVO FINANCIERO DESCONCENTRADO ""ESCUADRÓN 48 CORRIENTES""",375 - Gendarmeria Nacional,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl11$lnkNumeroProceso','')",NO_DIRECT_URL,
37/130-0227-LPR26,ADQUISICION DE REPUESTOS PARA LOS VEHICULOS JEFATURA DE REGION VIII Y UUDD.,Licitación Privada,09/10/2026 11:00 Hrs.,Publicado,37/130 JEFATURA DE REGION VIII,375 - Gendarmeria Nacional,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl02$lnkNumeroProceso','')",NO_DIRECT_URL,
504-0006-LPU26,Licencias y soporte profesional de KASPERSKY,Licitación Pública,09/10/2026 12:00 Hrs.,Publicado,504 - SUBSECRETARÍA DE GESTIÓN ADMINISTRATIVA DE INFRAESTRUCTURA,377 - INFRAESTRUCTURA ECONOMICA Y SOCIAL,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl03$lnkNumeroProceso','')",NO_DIRECT_URL,
78-0008-LPU26,Contratación del servicio de soporte técnico y mantenimiento correctivo de equipamiento informático.,Licitación Pública,09/10/2026 12:00 Hrs.,Publicado,78/000 - División Compras,200 - Registro Nacional de las Personas,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl04$lnkNumeroProceso','')",NO_DIRECT_URL,
49-0058-CDI26,"ADECUACIÓN DE INFRAESTRUCTURA INFORMÁTICA, REDES Y COMUNICACIONES EN DELEGACIÓN SAN JUAN DEL INV.",Contratación Directa,09/10/2026 12:00 Hrs.,Publicado,49/00 - Instituto Nacional de Vitivinicultura,609 - Instituto Nacional de Vitivinicultura,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl05$lnkNumeroProceso','')",NO_DIRECT_URL,
52-0042-LPU26,Contratación del Servicio de Limpieza en C.R. Buenos Aires Sur y dependencias por DOCE (12) meses,Licitación Pública,09/10/2026 17:00 Hrs.,Publicado,52 - Coordinación de Compras y Contrataciones - SENASA,623 - Servicio Nacional de Sanidad y Calidad Agroalimentaria,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl06$lnkNumeroProceso','')",NO_DIRECT_URL,
84/99-0651-LPU26,"MANTENIMIENTO DE LOS EDIFICIOS NRO.2 Y 3 - SALA DE ESPERA,TURNOS Y PASILLOS DE CONSULTORIOS EXTERNOS",Licitación Pública,13/10/2026 07:00 Hrs.,Publicado,84/99 - Hospital Militar Regional Mendoza,374 - Estado Mayor General del Ejercito,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl07$lnkNumeroProceso','')",NO_DIRECT_URL,
74/34-0410-LPR26,Adquisición de Material Gráfico para campañas de prevención y difusión,Licitación Privada,13/10/2026 07:00 Hrs.,Publicado,74/34 - Direccion de Lucha Contra Incendios Forestales y Emergencias - Administración de Parques Nacionales,107 - Administración de Parques Nacionales,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl08$lnkNumeroProceso','')",NO_DIRECT_URL,
74/34-0415-LPR26,Adquisición de Dispositivos de Rastreo Satelital,Licitación Privada,13/10/2026 07:00 Hrs.,Publicado,74/34 - Direccion de Lucha Contra Incendios Forestales y Emergencias - Administración de Parques Nacionales,107 - Administración de Parques Nacionales,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl09$lnkNumeroProceso','')",NO_DIRECT_URL,
74/34-0018-LPU26,Adquisición de Desfibriladores Automáticos Externos (DEA) e insumos para DEA,Licitación Pública,13/10/2026 07:00 Hrs.,Publicado,74/34 - Direccion de Lucha Contra Incendios Forestales y Emergencias - Administración de Parques Nacionales,107 - Administración de Parques Nacionales,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl10$lnkNumeroProceso','')",NO_DIRECT_URL,
340/1-0046-LPU26,ADQUISICIÓN DE ROPA DE ABRIGO – SOSTÉN LOGÍSTICO ANTÁRTICO,Licitación Pública,13/10/2026 08:00 Hrs.,Publicado,340/001 - Dirección General de Administración - SSSLD,376 - Subsecretaría de Planeamiento Operativo y Servicio Logístico de la Defensa,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl11$lnkNumeroProceso','')",NO_DIRECT_URL,
74/15-0403-LPR26,ADQUISICION DE EQUIPOS Y HERRAMIENTAS,Licitación Privada,13/10/2026 08:00 Hrs.,Publicado,74/15 - Parque Nacional Sierra de las Quijadas - Dpto. Administracion,107 - Administración de Parques Nacionales,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl02$lnkNumeroProceso','')",NO_DIRECT_URL,
37/88-0896-CDI26,ADQUISICION DE ARTICULOS DE LIMPIEZA,Contratación Directa,13/10/2026 08:00 Hrs.,Publicado,"37/088 - Escuadron Seguridad Vial ""Balcarce""",375 - Gendarmeria Nacional,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl03$lnkNumeroProceso','')",NO_DIRECT_URL,
14/1-0003-LPU26,MONOCROMADORES DE ANDES.,Licitación Pública,13/10/2026 10:00 Hrs.,Publicado,14/1 - Centro Atómico Constituyentes - CNEA,105 - Comisión Nacional de Energía Atómica,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl04$lnkNumeroProceso','')",NO_DIRECT_URL,
21-0019-LPU26,REFUNCIONALIZACIÓN DELEGACIÓN SALTA DE LA DNM,Licitación Pública,13/10/2026 12:00 Hrs.,Publicado,21/000 - Dirección General de Administración - DNM,201 - Dirección Nacional de Migraciones,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl05$lnkNumeroProceso','')",NO_DIRECT_URL,
74/34-0417-LPR26,Adquisición de Batán Tanque de Arrastre para Transporte de Agua,Licitación Privada,14/10/2026 07:00 Hrs.,Publicado,74/34 - Direccion de Lucha Contra Incendios Forestales y Emergencias - Administración de Parques Nacionales,107 - Administración de Parques Nacionales,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl06$lnkNumeroProceso','')",NO_DIRECT_URL,
38/1-0455-LPU26,Adquisición de DOS (2) kits de repuestos Generadores MGO para mantenimiento de 4.000 horas motor.,Licitación Pública,14/10/2026 09:30 Hrs.,Publicado,38/01 - ARSENAL NAVAL PUERTO BELGRANO,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl07$lnkNumeroProceso','')",NO_DIRECT_URL,
52-0041-LPU26,"ADQUISICIÓN DE INSUMOS PARA EL BIOTERIO, POR EL TÉRMINO DE SEIS (6) MESES",Licitación Pública,14/10/2026 10:00 Hrs.,Publicado,52 - Coordinación de Compras y Contrataciones - SENASA,623 - Servicio Nacional de Sanidad y Calidad Agroalimentaria,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl08$lnkNumeroProceso','')",NO_DIRECT_URL,
14-0046-CDI26,ADQUISICIÓN DE INSUMOS DESTINADOS A LA FABRICACIÓN DE BOLSONES DE 200 LITROS (GASNYA),Contratación Directa,14/10/2026 10:00 Hrs.,Publicado,14 - Compras y Contrataciones - CNEA,105 - Comisión Nacional de Energía Atómica,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl09$lnkNumeroProceso','')",NO_DIRECT_URL,
21-0033-LPR26,SERVICIO DE LIMPIEZA OFICINA MIGRATORIA SANTA FE DE LA DNM,Licitación Privada,14/10/2026 12:00 Hrs.,Publicado,21/000 - Dirección General de Administración - DNM,201 - Dirección Nacional de Migraciones,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl10$lnkNumeroProceso','')",NO_DIRECT_URL,
78-0007-LPU26,Adquisición de notebooks para las distintas áreas del Organismo,Licitación Pública,14/10/2026 12:00 Hrs.,Publicado,78/000 - División Compras,200 - Registro Nacional de las Personas,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl11$lnkNumeroProceso','')",NO_DIRECT_URL,
78-0009-LPU26,Adquisición de credenciales necesarias para la producción del DNI Electrónico de policarbonato,Licitación Pública,14/10/2026 12:00 Hrs.,Publicado,78/000 - División Compras,200 - Registro Nacional de las Personas,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl02$lnkNumeroProceso','')",NO_DIRECT_URL,
30-0028-LPR26,Adquisición de cubiertas de diferentes medidas,Licitación Privada,14/10/2026 14:00 Hrs.,Publicado,30/00 - División Contrataciones - Policia Federal Argentina,326 - Super Intendencia de la Administracion de la Policia Federal,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl03$lnkNumeroProceso','')",NO_DIRECT_URL,
26-0009-LPU25,Servicio integral de limpieza de edificios MRECIC,Licitación Pública,14/10/2026 16:00 Hrs.,Publicado,26/000 - Dirección de Compras y Contrataciones - MRE,"307 - Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl04$lnkNumeroProceso','')",NO_DIRECT_URL,
74/34-0424-LPR26,Contratación de Plataforma de Sistema de Comando de Incidentes (SCI),Licitación Privada,15/10/2026 07:00 Hrs.,Publicado,74/34 - Direccion de Lucha Contra Incendios Forestales y Emergencias - Administración de Parques Nacionales,107 - Administración de Parques Nacionales,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl05$lnkNumeroProceso','')",NO_DIRECT_URL,
38/1-0458-LPU26,Adquisición de OCHO (8) bombas inyectoras marca “L’Orange” para los motores principales .,Licitación Pública,15/10/2026 09:30 Hrs.,Publicado,38/01 - ARSENAL NAVAL PUERTO BELGRANO,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl06$lnkNumeroProceso','')",NO_DIRECT_URL,
279-0002-LPU26,"Contratación del servicio de limpieza, desinfección y sanitización para los edificios de la PSA",Licitación Pública,15/10/2026 10:00 Hrs.,Publicado,279/000 - Departamento de Compras - PSA,382 - Policia de Seguridad Aeroportuaria,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl07$lnkNumeroProceso','')",NO_DIRECT_URL,
38/12-0290-LPU26,"ADQUISICION DE EQUIPO DE COMUNICACIÓN PARA EL BUQUE LOGISTICO A.R.A. ""PATAGONIA"".",Licitación Pública,15/10/2026 10:00 Hrs.,Publicado,38/12 - Comando de la Flota de Mar,379 - Estado Mayor General de la Armada,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl08$lnkNumeroProceso','')",NO_DIRECT_URL,
63-0022-LPU26,"Contratación de un servicio de provisión de cartelería, banners e implementos de comunicación",Licitación Pública,15/10/2026 11:00 Hrs.,Publicado,63/000 - Dirección de Contrataciones - ANSES II,850 - Administración Nacional de la Seguridad Social,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl09$lnkNumeroProceso','')",NO_DIRECT_URL,
